"Beech.harvest.d","Spruce.harvest.d"
1.30313400288404,-1.18067267974792
-0.9784362596625,-0.430238262610012
-1.13428304845192,9.08622190410887
-1.7741190016344,-6.31788974512522
1.67248902872739,-2.9936190543196
-0.0782287523583568,5.93475292274766
2.22839926356384,-4.85201946335286
0.871697417078187,-1.41915525664679
-1.71727729742287,-1.6945145286119
1.50063526179256,-0.270680549425602
0.990518809624092,1.31398817568805
-1.96017869093524,0.0455240058048761
0.224488553680694,-1.1842132050715
1.88127995270376,0.668250295415982
0.189886485109418,-1.62870394159554
-0.387883306076511,-0.756056566996994
0.730503746604784,-1.64420979792373
-1.60189574439859,-1.93100181824812
-0.020029377029428,0.900046372576653
-0.375041754399091,2.75225467080082
-0.405369165329822,-1.68986713367473
0.975420758578843,-1.66468478387887
0.0890458228499961,0.02775233655845
-1.17540312234564,0.710177571566467
-0.292402330966875,0.297688343485829
0.829000850579529,-0.191278072843261
-1.17452132420756,0.779800802951702
-0.105512247862503,-0.0987957323049489
-0.360156801002069,0.978370239349598
0.0783625830173971,0.29088812899329
0.607698882925299,0.429676416665653
-0.919318492308815,1.4753560895026
0.240837820640332,0.142008412699065
0.271566275979286,1.75026912851363
0.0890959049613619,-0.56445476302971
-0.574802448569131,5.64703521831257
-0.635879639531338,3.1839861257386
-0.943573416909255,-8.54941508479182
0.944080903794345,0.433008382959271
0.744751342334456,-2.1574307611076
2.60417770765962,0.493796412209698
-1.11265940863881,-2.91845659797205
0.77256313067096,0.64426310417837
-0.313843265182508,-0.143112175178237
0.432601009715647,0.801046078187367
